"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Malat15",3.85062114970963e-83,1.44867595252142,0.983,0.942,7.2206847799355e-79,"30","Malat1"
"Ifitm15",4.86391637462242e-80,1.31516022121282,0.682,0.171,9.12081598569197e-76,"30","Ifitm1"
"Col23a12",4.35733549433538e-77,1.06804613284912,0.364,0.052,8.17087551897771e-73,"30","Col23a1"
"Crabp13",2.30310287392161e-66,1.03054285979584,0.398,0.067,4.31877850917781e-62,"30","Crabp1"
"Runx32",6.96955413396037e-62,1.08372268948978,0.324,0.05,1.30693079120025e-57,"30","Runx3"
"Zfand53",8.69408935662024e-61,1.57402086980231,0.864,0.65,1.63031563615343e-56,"30","Zfand5"
"Mdk5",1.27684677096816e-57,1.30499467326012,0.523,0.138,2.39434306491949e-53,"30","Mdk"
"Klf911",6.56558217552833e-55,1.30107898881803,0.858,0.579,1.23117796955507e-50,"30","Klf9"
"Rsrp14",2.61085441296537e-52,1.03195901798585,0.92,0.762,4.89587419519266e-48,"30","Rsrp1"
"Cebpb8",5.28914710598442e-52,1.07616659499709,0.972,0.872,9.91820865314198e-48,"30","Cebpb"
"Bmp73",1.57784040198843e-43,1.04640321222171,0.386,0.097,2.9587663218087e-39,"30","Bmp7"
"Cfl18",8.33184964063417e-43,0.766400727387881,0.92,0.9,1.56238844461172e-38,"30","Cfl1"
"Dll1",1.29166527200977e-40,0.925073169582361,0.256,0.046,2.42213071807272e-36,"30","Dll1"
"Ptma6",5.67426539449897e-38,0.608035172597333,0.983,0.959,1.06403824677645e-33,"30","Ptma"
"Fgfr110",1.87294485540113e-35,1.09470404144675,0.653,0.338,3.51214619284819e-31,"30","Fgfr1"
"Hspa87",1.14717313427919e-33,0.659918583115457,0.972,0.958,2.15117906140035e-29,"30","Hspa8"
"Rarres14",2.2067274036135e-33,0.758292545440403,0.438,0.146,4.13805522725603e-29,"30","Rarres1"
"Arrdc34",1.44264616135186e-32,1.10339292638665,0.403,0.13,2.70525008176701e-28,"30","Arrdc3"
"Eif12",2.17786500733405e-32,0.495093561339465,0.983,0.993,4.0839324617528e-28,"30","Eif1"
"Gpx17",4.17336405626821e-31,1.36366437757553,0.818,0.759,7.82589227831415e-27,"30","Gpx1"
"S100a106",1.62350849675921e-29,0.715098747964336,0.943,0.904,3.04440313312288e-25,"30","S100a10"
"Camk2n16",5.12419285380049e-29,0.997199233686987,0.483,0.201,9.60888643944667e-25,"30","Camk2n1"
"Hsp90aa14",7.12980441222829e-28,0.757526114651107,0.881,0.818,1.33698092338105e-23,"30","Hsp90aa1"
"Ddx56",5.06968797016317e-26,0.61072356086505,0.938,0.903,9.50667888164998e-22,"30","Ddx5"
"Serpine22",2.40926015541093e-25,1.20905818656038,0.528,0.233,4.51784464342658e-21,"30","Serpine2"
"Dusp17",4.29624828992549e-25,0.811999024669366,0.869,0.727,8.05632479326827e-21,"30","Dusp1"
"Ccn19",4.6562155335294e-25,1.29605306710221,0.653,0.381,8.73133536847432e-21,"30","Ccn1"
"H3f3b5",6.94096482200877e-25,0.364986943973233,0.994,0.986,1.30156972342308e-20,"30","H3f3b"
"Tubb66",3.3296179433482e-24,0.846284648836537,0.767,0.628,6.24369956736655e-20,"30","Tubb6"
"Emp312",4.44056792118112e-23,0.931642722947842,0.784,0.587,8.32695296579883e-19,"30","Emp3"
"Spon14",7.24855526342297e-23,0.74308814686735,0.295,0.089,1.35924908299708e-18,"30","Spon1"
"Ftl14",1.56568943316648e-22,0.26021448554743,0.989,0.93,2.93598082507379e-18,"30","Ftl1"
"Cdkn1a5",4.10071069132692e-22,0.594711261433906,0.903,0.863,7.68965268837624e-18,"30","Cdkn1a"
"Hsp90ab17",5.45443387166905e-22,0.537126012575035,0.915,0.899,1.02281543961538e-17,"30","Hsp90ab1"
"Bmp41",5.73698285413582e-22,0.879598622173473,0.261,0.076,1.07579902480755e-17,"30","Bmp4"
"Smad74",1.97885271197274e-21,0.952001673605502,0.494,0.261,3.71074460549128e-17,"30","Smad7"
"Ier26",2.78299172818276e-20,0.764750848690905,0.795,0.73,5.2186660886883e-16,"30","Ier2"
"Prrx19",3.00915805723388e-20,0.899265199419981,0.472,0.241,5.64277318892497e-16,"30","Prrx1"
"Pim13",3.6650345600578e-20,0.782266148312611,0.744,0.637,6.87267280702039e-16,"30","Pim1"
"Errfi15",5.23378679273439e-20,0.777659600732922,0.824,0.711,9.81439699373553e-16,"30","Errfi1"
"Lmna5",5.85753408179797e-20,0.568048209856803,0.932,0.928,1.09840479101876e-15,"30","Lmna"
"Nfil34",4.40097970693523e-19,0.987911299782532,0.432,0.211,8.25271714644495e-15,"30","Nfil3"
"Nab26",2.17135509331722e-18,0.916632356056688,0.443,0.222,4.07172507098846e-14,"30","Nab2"
"Oaz15",5.24208337161642e-18,0.382579315839747,0.926,0.951,9.82995473845511e-14,"30","Oaz1"
"Serpine16",7.84680375240558e-18,0.640810933587667,0.54,0.289,1.47143263965109e-13,"30","Serpine1"
"Ubb10",1.19544369808689e-17,0.427198370090042,0.983,0.957,2.24169602265254e-13,"30","Ubb"
"Eif4a17",1.33169087592457e-16,0.432645096762758,0.903,0.918,2.49718673053375e-12,"30","Eif4a1"
"Arid5b7",3.84635825316493e-16,0.922039972875422,0.642,0.515,7.21269099633488e-12,"30","Arid5b"
"Rbm393",5.05507832509516e-16,0.64327538155766,0.739,0.73,9.47928287521844e-12,"30","Rbm39"
"Dynll16",1.08687831832922e-15,0.443242425180132,0.892,0.912,2.03811422253095e-11,"30","Dynll1"
"Ier58",1.57299606804723e-15,0.684728313681281,0.79,0.68,2.94968222680217e-11,"30","Ier5"
"Ube2s4",1.78402746790261e-15,0.584367721039597,0.773,0.742,3.34540830781098e-11,"30","Ube2s"
"Grasp6",1.8192227234559e-15,0.776773793777065,0.352,0.16,3.41140645102451e-11,"30","Grasp"
"Sod28",2.82633423951205e-15,0.758797178318805,0.727,0.644,5.299941965933e-11,"30","Sod2"
"S1pr23",3.7547962270846e-14,0.69999443991059,0.267,0.107,7.04099388502904e-10,"30","S1pr2"
"Srsf35",3.96290775681267e-14,0.672741652970891,0.733,0.707,7.43124462557512e-10,"30","Srsf3"
"Gnas9",4.18982954635078e-14,0.474100781572599,0.892,0.861,7.85676836531699e-10,"30","Gnas"
"Ubald13",9.59474814245662e-14,0.811920771293543,0.347,0.172,1.79920717167347e-09,"30","Ubald1"
"Fscn15",1.01738495900733e-13,0.816702666247919,0.432,0.245,1.90780027513055e-09,"30","Fscn1"
"Wif15",1.2863222272802e-13,0.30675703612535,0.494,0.227,2.41211144059583e-09,"30","Wif1"
"Trim479",5.83456338326918e-13,0.701053137147655,0.54,0.368,1.09409732563064e-08,"30","Trim47"
"Igf19",6.09169417423546e-13,0.888792204885383,0.449,0.265,1.14231449155263e-08,"30","Igf1"
"Actg111",6.87569008138579e-13,0.316047842937607,0.983,0.968,1.28932940406146e-08,"30","Actg1"
"Hnrnpa2b13",1.09450510599378e-12,0.534137164565945,0.767,0.79,2.05241597475953e-08,"30","Hnrnpa2b1"
"Cygb3",1.68040820726022e-12,0.560015857683606,0.273,0.112,3.15110147025436e-08,"30","Cygb"
"Stat35",3.34819339857719e-12,0.795851903129995,0.614,0.558,6.27853226101195e-08,"30","Stat3"
"Dleu2",8.16054922029126e-12,0.736719805595388,0.256,0.111,1.53026618978902e-07,"30","Dleu2"
"Klf136",8.74877744262678e-12,0.675148179278056,0.625,0.559,1.64057074604137e-07,"30","Klf13"
"Dnaja15",1.48746588630087e-11,0.530417134413548,0.807,0.824,2.78929602999139e-07,"30","Dnaja1"
"Actb6",7.57477289588769e-11,0.30444790730408,0.966,0.954,1.42042141343686e-06,"30","Actb"
"Ubald25",8.00030798932339e-11,0.851342231994753,0.455,0.31,1.50021775415792e-06,"30","Ubald2"
"Zbtb208",8.19890005542358e-11,0.70199251321924,0.562,0.429,1.53745773839303e-06,"30","Zbtb20"
"Calm25",1.07404129881234e-10,0.391235219690614,0.858,0.887,2.01404224353289e-06,"30","Calm2"
"Hspa56",1.32286414416428e-10,0.467259691840057,0.869,0.849,2.48063484313685e-06,"30","Hspa5"
"Eif55",1.63573647623339e-10,0.545911201525683,0.716,0.742,3.06733304023284e-06,"30","Eif5"
"Oaf5",4.96684930880641e-10,0.82135483551034,0.403,0.251,9.31383582387377e-06,"30","Oaf"
"Sertad24",6.05735255904443e-10,0.727355517877773,0.5,0.391,1.13587475187201e-05,"30","Sertad2"
"Btg15",8.72047139805177e-10,0.505069201716357,0.835,0.827,1.63526279656267e-05,"30","Btg1"
"Klf68",8.99885541845452e-10,0.600663075645036,0.693,0.629,1.68746536806859e-05,"30","Klf6"
"Ccnl14",9.12474829050818e-10,0.514869498129777,0.67,0.644,1.71107279943609e-05,"30","Ccnl1"
"Pdgfrb8",1.04218932577141e-09,0.551620875958006,0.312,0.167,1.95431342368654e-05,"30","Pdgfrb"
"Igfbp48",1.18469424122573e-09,0.359373608970886,0.557,0.355,2.22153864114648e-05,"30","Igfbp4"
"Baiap25",1.26073916733983e-09,0.658284674887852,0.432,0.288,2.36413808659566e-05,"30","Baiap2"
"Runx14",1.90803717589552e-09,0.627317225432481,0.335,0.195,3.57795131223929e-05,"30","Runx1"
"Snai16",2.19728877497155e-09,0.621563487286636,0.261,0.125,4.12035591082664e-05,"30","Snai1"
"Xist3",2.33540183395844e-09,0.502910964981402,0.767,0.772,4.37934551903886e-05,"30","Xist"
"Junb6",4.59695108543309e-09,0.396484193624428,0.898,0.929,8.62020267540413e-05,"30","Junb"
"Ctbp21",5.73520706559306e-09,0.57032584639585,0.267,0.137,0.000107546602894001,"30","Ctbp2"
"Nr4a17",7.22445446387991e-09,0.579996840529295,0.705,0.603,0.000135472970106676,"30","Nr4a1"
"Lgals112",8.663605162986e-09,0.336159242372036,0.812,0.626,0.000162459924016314,"30","Lgals1"
"Socs35",1.24514251410803e-08,0.3891891280244,0.631,0.486,0.000233489124245537,"30","Socs3"
"Rassf15",1.41287745628757e-08,0.714108762858381,0.472,0.36,0.000264942780603045,"30","Rassf1"
"Srrm25",1.45710612372477e-08,0.593401999382964,0.608,0.621,0.000273236540320868,"30","Srrm2"
"Map7d13",1.54433167031238e-08,0.739596608631325,0.489,0.399,0.000289593074816977,"30","Map7d1"
"Ccnd33",1.89609539964875e-08,0.699613531514231,0.341,0.213,0.000355555809342133,"30","Ccnd3"
"Kctd118",2.34412418549181e-08,0.674118321623403,0.312,0.182,0.000439570167263425,"30","Kctd11"
"Csrp19",3.14099812091416e-08,0.606358900049514,0.608,0.556,0.000588999967633823,"30","Csrp1"
"Tshz25",3.34319428303558e-08,0.694048068673276,0.335,0.205,0.000626915791954832,"30","Tshz2"
"Twist26",3.75012898689391e-08,0.65542677588978,0.278,0.148,0.000703224187622347,"30","Twist2"
"Srsf76",4.36464364334867e-08,0.465085622536792,0.699,0.725,0.000818457976000743,"30","Srsf7"
"Raly4",5.88781783137191e-08,0.505678860389096,0.608,0.588,0.00110408359973886,"30","Raly"
"Rcl12",7.58325589901758e-08,0.712550003962556,0.278,0.161,0.00142201214618378,"30","Rcl1"
"H3f3a6",8.44674962708372e-08,0.30546367029893,0.881,0.94,0.00158393449007074,"30","H3f3a"
"Cyp26b15",9.37038970719052e-08,0.507589137923461,0.301,0.169,0.00175713547789237,"30","Cyp26b1"
"Map1lc3b2",9.43977237311865e-08,0.436762225935157,0.75,0.82,0.00177014611540721,"30","Map1lc3b"
"Trps13",2.04736873975362e-07,0.641121723392447,0.256,0.138,0.00383922586078599,"30","Trps1"
"Litaf6",2.54219090406443e-07,0.501896890759342,0.665,0.699,0.00476711638330162,"30","Litaf"
"Ifitm28",2.84559506430136e-07,0.292546367187628,0.92,0.866,0.0053360598645779,"30","Ifitm2"
"Tnfrsf12a8",2.88320377480553e-07,0.478029581277031,0.75,0.728,0.00540658371851532,"30","Tnfrsf12a"
"Maff8",3.23074207013995e-07,0.357295665148251,0.699,0.652,0.00605828752992643,"30","Maff"
"Ebf17",6.14380029086981e-07,0.47559967934748,0.369,0.234,0.0115208543054391,"30","Ebf1"
"Kdm7a1",6.88073943534678e-07,0.643451753000668,0.29,0.179,0.0129027625891623,"30","Kdm7a"
"Icam18",9.0465957957625e-07,0.271646836464375,0.744,0.665,0.0169641764362138,"30","Icam1"
"Cald15",1.38629096276512e-06,0.402491949159368,0.403,0.27,0.0259957281337715,"30","Cald1"
"Vasn8",2.06212345236678e-06,0.579496915005193,0.364,0.253,0.0386689389787818,"30","Vasn"
"Ptges7",2.34075889328776e-06,0.632032728976009,0.403,0.292,0.043893910766932,"30","Ptges"
"Myd883",2.40708788731991e-06,0.585531437434023,0.443,0.354,0.045137712063023,"30","Myd88"
"Slc6a63",2.69719748108531e-06,0.456867003588443,0.466,0.365,0.0505778471653117,"30","Slc6a6"
"Atf44",2.98072725053676e-06,0.393730022952072,0.67,0.69,0.0558945974020653,"30","Atf4"
"Fam129b2",3.41625897542138e-06,0.526053448542316,0.358,0.252,0.0640616883071017,"30","Fam129b"
"Trp535",3.57135068905548e-06,0.62083119992125,0.443,0.389,0.0669699681211683,"30","Trp53"
"Jmjd1c2",5.65319627553136e-06,0.603597193583151,0.347,0.242,0.106008736558764,"30","Jmjd1c"
"Fermt28",6.38724145477047e-06,0.568529393749247,0.42,0.34,0.119773551759856,"30","Fermt2"
"Arid4b1",9.24329150381502e-06,0.505221241509943,0.392,0.305,0.173330202279539,"30","Arid4b"
"Qpct7",1.23607584403063e-05,0.420588818078553,0.295,0.182,0.231788942272624,"30","Qpct"
"Ets25",1.35722008143182e-05,0.548106849962045,0.432,0.363,0.254505909670095,"30","Ets2"
"Cd24a7",1.50582169163854e-05,0.745858001656571,0.381,0.283,0.28237168361606,"30","Cd24a"
"Ywhaq5",1.51410336753908e-05,0.4370165826236,0.608,0.642,0.283924663480928,"30","Ywhaq"
"Tent5a8",1.53630452271886e-05,0.577086526061681,0.312,0.203,0.288087824100241,"30","Tent5a"
"Cnbp2",2.2770534409974e-05,0.37988357698947,0.727,0.79,0.426993061255833,"30","Cnbp"
"Reep3",2.42669889923667e-05,0.605700402546741,0.409,0.352,0.45505457758486,"30","Reep3"
"Ppp1cc6",2.46459944395019e-05,0.527623102339781,0.534,0.503,0.46216168772954,"30","Ppp1cc"
"Tmem1584",2.64582895544192e-05,0.627078496689343,0.284,0.189,0.496145845724469,"30","Tmem158"
"Ppp2ca",3.09527803300331e-05,0.399443357126886,0.631,0.666,0.58042653674878,"30","Ppp2ca"
"Ccdc85b3",3.34519815892055e-05,0.717447899205916,0.33,0.25,0.627291558760782,"30","Ccdc85b"
"Stk40",4.18963426341173e-05,0.501561284505424,0.403,0.334,0.785640217074967,"30","Stk40"
"Sertad15",4.28850265047867e-05,0.39531151536242,0.523,0.49,0.80418001701776,"30","Sertad1"
"Klf35",4.3880891940712e-05,0.551699201073978,0.358,0.269,0.822854485672232,"30","Klf3"
"Cnn38",5.01114221091373e-05,0.403252795931244,0.523,0.436,0.939689387390542,"30","Cnn3"
"Tnfrsf1a4",5.34112373973012e-05,0.621208811161168,0.489,0.48,1,"30","Tnfrsf1a"
"U2af13",5.44000158296773e-05,0.425287484516862,0.574,0.586,1,"30","U2af1"
"Lix1l6",7.55009591126309e-05,0.455677071531946,0.267,0.176,1,"30","Lix1l"
"Tra2a2",8.17832648719636e-05,0.490485629611013,0.511,0.487,1,"30","Tra2a"
"Son1",8.2081721421383e-05,0.474167163508491,0.472,0.449,1,"30","Son"
"Tuba1a9",9.47159808466047e-05,0.359284505094978,0.648,0.583,1,"30","Tuba1a"
"Eif2s22",9.79340438356088e-05,0.424834023620317,0.619,0.658,1,"30","Eif2s2"
"Jpt16",0.000119687527740181,0.438797997992478,0.46,0.419,1,"30","Jpt1"
"Thy110",0.000121183119458426,0.389276423173638,0.466,0.354,1,"30","Thy1"
"Pnrc17",0.000129288774567502,0.347388013124812,0.739,0.752,1,"30","Pnrc1"
"Rbm8a1",0.000131307087088389,0.440545622642308,0.557,0.578,1,"30","Rbm8a"
"Hnrnpk3",0.000143369028999956,0.33412839877874,0.693,0.783,1,"30","Hnrnpk"
"Gem11",0.000160180256041653,0.495380393142514,0.557,0.467,1,"30","Gem"
"Ube2d34",0.000185623236921594,0.281221370868697,0.75,0.86,1,"30","Ube2d3"
"Slbp3",0.000188737327158838,0.540821509430558,0.403,0.349,1,"30","Slbp"
"Tpm45",0.000194575995703145,0.493410596319192,0.557,0.566,1,"30","Tpm4"
"Mapre14",0.000201819368123078,0.532139042464971,0.534,0.559,1,"30","Mapre1"
"Tspan47",0.000208424607537186,0.533307175999913,0.352,0.28,1,"30","Tspan4"
"Mafg3",0.000226793714343048,0.575550344579686,0.42,0.388,1,"30","Mafg"
"Cpsf61",0.000231277201714868,0.566800930890467,0.301,0.23,1,"30","Cpsf6"
"Hnrnph12",0.000245740496860557,0.461150170418067,0.403,0.354,1,"30","Hnrnph1"
"Pura1",0.000277015865409364,0.492104796255118,0.352,0.282,1,"30","Pura"
"Cnn26",0.000283306077296036,0.516022434054856,0.295,0.217,1,"30","Cnn2"
"Btg36",0.000304092019270929,0.531754938053354,0.432,0.399,1,"30","Btg3"
"Ankrd123",0.000320934715908482,0.516807311153213,0.341,0.281,1,"30","Ankrd12"
"Lxn4",0.000402960253450385,0.539573776047926,0.267,0.191,1,"30","Lxn"
"Rhoa",0.000418413120896517,0.394283868878454,0.648,0.713,1,"30","Rhoa"
"Tgfb15",0.000491396834483321,0.395263321217033,0.426,0.368,1,"30","Tgfb1"
"Cops8",0.000544015393876652,0.444159559889513,0.301,0.235,1,"30","Cops8"
"Snrnp702",0.000615334922158556,0.497836822725086,0.517,0.535,1,"30","Snrnp70"
"Rbm4b1",0.000619772473733181,0.51168021777073,0.284,0.217,1,"30","Rbm4b"
"Klf74",0.000671676086090094,0.426747975084763,0.307,0.232,1,"30","Klf7"
"Prrx211",0.00076682547346816,0.411601894654799,0.324,0.244,1,"30","Prrx2"
"Ccnl23",0.000938687890309666,0.45552405013294,0.352,0.294,1,"30","Ccnl2"
"Lrrc8a5",0.000944245034587321,0.457159859244352,0.29,0.221,1,"30","Lrrc8a"
"Ubn13",0.00105882757589614,0.475337096390843,0.352,0.297,1,"30","Ubn1"
"Ddit35",0.00113965206957338,0.372850463534309,0.341,0.265,1,"30","Ddit3"
"Ptpn110",0.00125271628090516,0.45595381864348,0.46,0.447,1,"30","Ptpn1"
"Cyth33",0.00131627184012384,0.562427352734536,0.267,0.202,1,"30","Cyth3"
"Tagln25",0.00138301177162393,0.307390310628091,0.761,0.817,1,"30","Tagln2"
"Snrpb3",0.00141939461412483,0.295338678885124,0.665,0.751,1,"30","Snrpb"
"Srsf10",0.00156350857611122,0.427919005328033,0.358,0.312,1,"30","Srsf10"
"Sfpq4",0.00162691962424149,0.455392243502598,0.545,0.602,1,"30","Sfpq"
"Zbtb7a1",0.00173421030290743,0.535064636215809,0.375,0.342,1,"30","Zbtb7a"
"Eid15",0.00184857513010375,0.517790899007323,0.352,0.303,1,"30","Eid1"
"Por2",0.00187795011728559,0.575701757568651,0.307,0.248,1,"30","Por"
"Stx5a1",0.00197885070358879,0.503806516391309,0.284,0.224,1,"30","Stx5a"
"Cers23",0.00221899640311222,0.414076755480712,0.273,0.21,1,"30","Cers2"
"Map1lc3a7",0.00249327372059583,0.262370202843645,0.636,0.712,1,"30","Map1lc3a"
"Ckb5",0.00250709938499555,0.42421554664583,0.29,0.226,1,"30","Ckb"
"Bcl104",0.0025555154972136,0.310607405891506,0.528,0.563,1,"30","Bcl10"
"Brd4",0.00261420642316249,0.506325053000868,0.278,0.225,1,"30","Brd4"
"Herpud16",0.00277826119481442,0.445196547584291,0.415,0.379,1,"30","Herpud1"
"Irf2bpl6",0.00280785571417234,0.454667379153271,0.278,0.215,1,"30","Irf2bpl"
"Kmt2e2",0.00293098134032349,0.465567215898079,0.341,0.299,1,"30","Kmt2e"
"Mat2a5",0.00293818846461065,0.384886735124286,0.591,0.622,1,"30","Mat2a"
"Cacybp3",0.00293974012183664,0.461343120942838,0.352,0.321,1,"30","Cacybp"
"Klhdc23",0.00313082044335009,0.433842521112244,0.267,0.206,1,"30","Klhdc2"
"Elf21",0.00319736387509305,0.491948360239629,0.261,0.203,1,"30","Elf2"
"Set6",0.00351648131955062,0.344136534482635,0.523,0.56,1,"30","Set"
"Rbbp71",0.00356490234329805,0.507863460429,0.403,0.385,1,"30","Rbbp7"
"Rbpms5",0.0037054000984419,0.337697951566763,0.301,0.235,1,"30","Rbpms"
"Ssbp23",0.0037338375458714,0.493072148226254,0.324,0.278,1,"30","Ssbp2"
"Uhrf21",0.00381166895987044,0.373392157776432,0.256,0.197,1,"30","Uhrf2"
"Peli13",0.00384323967789703,0.488046107781024,0.369,0.337,1,"30","Peli1"
"Mtch17",0.00391537391803824,0.327077838417567,0.551,0.568,1,"30","Mtch1"
"Csnk1a17",0.00392554978186131,0.380051673966693,0.528,0.585,1,"30","Csnk1a1"
"Morf4l14",0.00396202095539967,0.319235353788679,0.625,0.686,1,"30","Morf4l1"
"Srsf26",0.00408995741054644,0.382422511029352,0.619,0.713,1,"30","Srsf2"
"Jun6",0.00480095835756825,0.287418848411847,0.631,0.628,1,"30","Jun"
"Ogt2",0.00481850844618177,0.454643612588634,0.278,0.227,1,"30","Ogt"
"Lmo46",0.00520460489852739,0.520468444530851,0.369,0.335,1,"30","Lmo4"
"B3gnt24",0.00540572235390669,0.514160342298596,0.307,0.261,1,"30","B3gnt2"
"Rbm52",0.00665850638356802,0.467902856952532,0.256,0.206,1,"30","Rbm5"
"Rab349",0.00678270722888288,0.481691639669243,0.347,0.318,1,"30","Rab34"
"Rela3",0.00687143003448852,0.44897502275701,0.449,0.471,1,"30","Rela"
"Tra2b3",0.00697504321290702,0.319266254461125,0.597,0.655,1,"30","Tra2b"
"Snu134",0.00704278524471048,0.368169985335159,0.585,0.684,1,"30","Snu13"
"Rab141",0.00717661759736783,0.436809081634598,0.494,0.535,1,"30","Rab14"
"Rnf101",0.00744027269335802,0.444228726223998,0.398,0.38,1,"30","Rnf10"
"Dek2",0.00748118875019626,0.355093848911677,0.403,0.391,1,"30","Dek"
"Anxa112",0.00879053733604843,0.289886596128374,0.761,0.799,1,"30","Anxa1"
"Apod6",0.00922069884316176,0.570848915409936,0.443,0.354,1,"30","Apod"
"Mkln12",0.00938746048745659,0.420414581425348,0.273,0.227,1,"30","Mkln1"
"Erf6",0.00942592002428915,0.490182017717822,0.33,0.292,1,"30","Erf"
"Eif4a23",0.00972473312131571,0.504463289450518,0.386,0.39,1,"30","Eif4a2"
"Mpz",0,5.74567965566571,0.988,0.01,0,"31","Mpz"
"Mbp1",0,4.64472000692311,0.988,0.037,0,"31","Mbp"
"Ncmap1",0,3.52970512853384,0.902,0.037,0,"31","Ncmap"
"Gatm1",0,3.26756015875482,0.963,0.035,0,"31","Gatm"
"Plp11",0,3.11450399624722,0.939,0.016,0,"31","Plp1"
"Pllp",0,3.03208209235732,0.853,0.003,0,"31","Pllp"
"Cnp1",0,2.86218735952022,0.896,0.049,0,"31","Cnp"
"Egfl81",0,2.76047399369687,0.755,0.022,0,"31","Egfl8"
"Kcna11",0,2.7286170396792,0.791,0.009,0,"31","Kcna1"
"Mal1",0,2.52633740132149,0.816,0.009,0,"31","Mal"
"Prx",0,2.2663061391698,0.681,0.009,0,"31","Prx"
"Sema3b1",0,2.0641633432662,0.613,0.03,0,"31","Sema3b"
"Gjb1",0,2.05061712440678,0.331,0.001,0,"31","Gjb1"
"Limch11",0,2.04080441159365,0.687,0.035,0,"31","Limch1"
"Plekhb11",0,1.90768287876604,0.644,0.009,0,"31","Plekhb1"
"Pmp2",0,1.900251603479,0.27,0,0,"31","Pmp2"
"Fam178b",0,1.87143255404725,0.571,0.007,0,"31","Fam178b"
"Sfrp5",0,1.80821297860058,0.472,0.006,0,"31","Sfrp5"
"Cldn19",0,1.80355658599237,0.534,0.001,0,"31","Cldn19"
"Bcas1",0,1.7970957317702,0.54,0.003,0,"31","Bcas1"
"Cntf",0,1.78447298607122,0.393,0.005,0,"31","Cntf"
"Mag",0,1.47166735751287,0.387,0.001,0,"31","Mag"
"Ugt8a",0,1.35663546771888,0.387,0,0,"31","Ugt8a"
"Mlip",0,1.2929655132394,0.405,0.005,0,"31","Mlip"
"Drp2",0,1.22399012491072,0.35,0.008,0,"31","Drp2"
"Mt3",0,1.21624512784379,0.282,0.002,0,"31","Mt3"
"Frmd3",0,1.12401755945244,0.288,0.004,0,"31","Frmd3"
"Dhh",0,1.10549052998876,0.294,0.006,0,"31","Dhh"
"Art32",5.04298748709406e-303,1.79148496705356,0.669,0.044,9.45661013579878e-299,"31","Art3"
"Snca1",6.62516875131073e-295,1.13574254740977,0.288,0.007,1.24235164424579e-290,"31","Snca"
"Efhd1",8.32168118810033e-290,1.48939072355904,0.423,0.017,1.56048165639257e-285,"31","Efhd1"
"Sox2",6.1014146041958e-258,1.3059156414745,0.282,0.007,1.1441372665788e-253,"31","Sox2"
"Cadm41",1.30425550483993e-252,1.18118147658333,0.362,0.013,2.44573992267583e-248,"31","Cadm4"
"Pou3f15",1.07159458563955e-242,2.71807067856037,0.834,0.099,2.00945416699128e-238,"31","Pou3f1"
